Incident_ID,Weapon_Type,Weapon_Caliber,Weapon_Details
20181005TNHAB,Handgun,Unknown,
20181004ORJAP,Handgun,Unknown,
20181003AKDEA,Handgun,Unknown,
20181002ARCHL,Handgun,Unknown,
20180928SDCHC,Handgun,Unknown,
20180927TXHEC,Handgun,Unknown,
20180926MDMAB,Handgun,Unknown,
20180924PACEP,Handgun,Unknown,
20180924NCLAC,Handgun,Unknown,
20180924GAAPB,Handgun,Unknown,
20180920CAPOP,No Data,,
20180920CACHL,Handgun,Unknown,
20180917ALBLH,Handgun,Unknown,
20180914WAMAE,Handgun,Unknown,
20180914FLBOB,Handgun,Unknown,
20180911NVCAL,Handgun,Unknown,
20180910TNFAM,No Data,,
20180910ILCHC,Handgun,Unknown,
20180909CAGIG,Handgun,Unknown,
20180907IAHED,No Data,,
20180905RIPRP,Handgun,.357 caliber,
20180903NYLUN,Handgun,Unknown,
20180831IANOE,Handgun,.22 caliber,
20180831CABAS,Handgun,Unknown,
20180830NCVIC,Handgun,Unknown,
20180830MIOTG,,,
20180829DETOD,Unknown,Unknown,
20180828COCOD,Handgun,Unknown,
20180824ILMEC,Multiple Unknown,Unknown,
20180824FLRAJ,Handgun,Unknown,
20180823ALALM,Handgun,Unknown,
20180817FLPAW,Handgun,Unknown,
20180811TNANN,Handgun,Unknown,
20180809NJLAM,No Data,,
20180804MDEDE,No Data,,
20180803IALIO,Handgun,,
20180719WAWEY,No Data,,
20180717WVHUH,Handgun,Unknown,
20180711OHMIM,No Data,,
20180703KSSUO,Handgun,Unknown,
20180701TNRAM,No Data,,
20180625OHFUS,Handgun,Unknown,
20180624MTSEM,Handgun,Unknown,
20180621TXSKD,No Data,,
20180617ORGRP,No Data,,
20180615OHVAB,No Data,,
20180601TXMCM,No Data,,
20180525INNON,Handgun,Unknown,2 handguns
20180525INNON,Handgun,Unknown,2 handguns
20180521GABEG,No Data,,
20180518TXSAS,Handgun,.38 caliber,".38 pistol, shotgun"
20180518TXSAS,Shotgun,Unknown,".38 pistol, shotgun"
20180518GAMOA,Handgun,Unknown,
20180517MOCEK,Handgun,Unknown,
20180516ILDID,Rifle,9mm,
20180511CAHIP,Rifle,Semiautomatic,
20180505MIFOF,Handgun,Unknown,
20180503TNWAW,No Data,,
20180503SDENW,No Data,,
20180425NMHIA,Handgun,,
20180423GABEA,Handgun,Unknown,
20180420FLFOO,Shotgun,Unknown,
20180419MIJAJ,Handgun,Unknown,
20180412MORAR,Handgun,Unknown,
20180409NYGLG,Handgun,BB,
20180329KYJOE,Handgun,Unknown,
20180328MSEUE,Handgun,9mm,
20180320MDGRG,Handgun,9mm,
20180319VADOP,No Data,,
20180316MTBIM,Handgun,Service weapon,
20180313VAGEA,Handgun,Unknown,
20180313CASES,Handgun,.45 caliber,
20180309KYFRL,Handgun,Unknown,
20180307ALHUB,Handgun,Unknown,
20180305MOKIC,No Data,,
20180228GADAD,Handgun,.38 caliber,
20180226WAOAT,Handgun,Unknown,
20180220OHJAM,Rifle,.22 caliber,
20180215FLNOC,Handgun,Service Weapon,
20180214FLMAP,Rifle,AR-15,
20180209TNPEN,Handgun,Unknown,
20180208NYTHN,Handgun,Unknown,
20180205MNHAM,Handgun,Service Weapon,
20180205MDOXO,Handgun,Unknown,
20180201CASAL,Handgun,Unknown,
20180131PALIP,Multiple Unknown,Unknown,3 different firearms discharged
20180126MIDED,No Data,,
20180125ALMUM,Handgun,.38 caliber,
20180123KYMAB,Handgun,9mm,
20180122TXITI,Handgun,.38 caliber,
20180122LANEN,No Data,,
20180116VTMOM,Handgun,Service Weapon,
20180109AZCOS,Handgun,Unknown,
20180105IAFOF,Other,Pellet,
20180104WANES,No Data,,
20171231WAPIM,No Data,,
20171231LAEDA,Multiple Unknown,Unknown,
20171227CALIL,Handgun,Unknown,
20171219MIBEB,Handgun,Unknown,
20171214TXELD,Handgun,Unknown,
20171212TXSAP,No Data,,
20171211NCHIH,Handgun,Unknown,
20171209ILCHC,Handgun,Unknown,
20171207NMAZA,Handgun,9mm,
20171130VASAV,No Data,,
20171129OHBAL,Handgun,Unknown,
20171128CABOS,Shotgun,Unknown,
20171123COMAD,No Data,,
20171117TNNOJ,No Data,,
20171114FLLAM,Handgun,Unknown,
20171114CARAR,Handgun,Unknown,2 Semi-automatic Rifles and 2 handguns
20171114CARAR,Handgun,Unknown,2 Semi-automatic Rifles and 2 handguns
20171114CARAR,Rifle,Semiautomatic,2 Semi-automatic Rifles and 2 handguns
20171114CARAR,Rifle,Semiautomatic,2 Semi-automatic Rifles and 2 handguns
20171110GALAM,Handgun,9mm,
20171109GABEC,Handgun,Unknown,
20171103MIPAL,Handgun,Unknown,
20171027NYPRU,No Data,,
20171020OHSTT,Handgun,Unknown,
20171014NCKEK,Handgun,9mm,
20171012NCCHC,Handgun,Unknown,
20170930PAPUC,Handgun,.38 caliber,
20170929MOLEL,No Data,,
20170929CASUL,Other,BB,
20170928KYSOL,No Data,,
20170920ILMAM,Handgun,.40 caliber,
20170913WAFRR,Handgun,.32 caliber,Handgun and AR15 rifle
20170913WAFRR,Rifle,AR-15,Handgun and AR15 rifle
20170908OHCOC,Handgun,.38 caliber,
20170908ARNON,No Data,,
20170831CAARS,Handgun,Unknown,
20170817GALIL,No Data,,
20170813NYHUH,,,
20170801GABAV,Handgun,Unknown,
20170721UTSPS,Handgun,.38 caliber,
20170719WIHIM,Handgun,Unknown,
20170622SCWIF,Handgun,Unknown,
20170616ILWAC,Handgun,Unknown,
20170526OKMCT,Handgun,Unknown,
20170524NEMCO,No Data,,
20170524ALGRG,Handgun,.22 caliber,
20170523TXKEK,Handgun,.38 caliber,
20170515LAMOL,Handgun,.38 caliber,
20170415ORMEP,Handgun,,
20170415OKBOT,No Data,,
20170410CANOS,Handgun,.357 caliber,
20170405TNRAM,Handgun,,
20170328PALIP,Handgun,Unknown,
20170321CAKIK,Handgun,Unknown,
20170316ALROM,Handgun,.40 caliber,
20170218MNMAM,Handgun,Unknown,
20170206LASCB,Handgun,Unknown,
20170127SCSOA,Handgun,9mm,
20170127ILSCN,Handgun,,
20170120OHWEW,Shotgun,12 gauge,
20170117FLFRE,No Data,,
20170110ALALA,Handgun,Unknown,
20170103INCEE,Multiple Handguns,,3 handguns and extra ammo
20170101DELAH,Handgun,Unknown,
20161216FLSAJ,Other,BB,
20161209NVHUR,Handgun,Service Weapon,
20161209MOBAS,Handgun,Unknown,
20161201UTMUB,Shotgun,12 gauge,
20161117MNCRS,Handgun,.38 caliber,
20161111MIBAA,Handgun,.38 caliber,
20161103COBEB,No Data,,
20161102COGRG,No Data,,
20161025UTUNS,Handgun,Unknown,
20161018CAJUS,Multiple Unknown,Unknown,
20161015GABEA,No Data,,
20161013OHLIC,Multiple Handguns,Unknown,
20161011ALVIM,No Data,,
20161006TXDUF,No Data,,
20160930ILCHC,No Data,,
20160928TNSYP,Handgun,,
20160928SCTOT,Handgun,.40 caliber,
20160927OHELC,Rifle,Unknown,
20160926MSTAJ,Handgun,Unknown,
20160909PASMY,Handgun,Unknown,
20160909IACEC,Handgun,Unknown,
20160908TXALA,Handgun,9mm,
20160907MIDED,No Data,,
20160902OKMCT,Handgun,Unknown,
20160819FLSOM,Handgun,Unknown,
20160817OHWEC,Handgun,Unknown,
20160725MOAVA,Handgun,Unknown,
20160630CAWOH,No Data,,
20160616ILMCC,No Data,,
20160608MAJED,Unknown,Unknown,
20160515KSAUA,Handgun,.38 caliber,
20160513SCSOG,Handgun,Unknown,
20160506IDROT,Handgun,Unknown,
20160506FLOSP,Handgun,Unknown,
20160505MDHIB,Handgun,Unknown,
20160504COEAP,Handgun,Unknown,
20160502TXKID,Handgun,.22 caliber,
20160423WIANA,Rifle,Semiautomatic,
20160315ALHUB,Handgun,Unknown,
20160229OHMAM,Handgun,9mm,
20160226TXPAP,Handgun,Unknown,
20160217PACHC,Handgun,Unknown,
20160217FLROH,Handgun,Unknown,
20160212AZING,Handgun,9mm,
20160209MIMUM,Handgun,Unknown,
20160129PABEP,Handgun,.45 caliber,
20160122INLAI,Handgun,Unknown,
20160120INNOI,Handgun,Unknown,
20160113ARHAB,Handgun,Unknown,
20160112DECED,Handgun,.38 caliber,
20151204KSWEW,Handgun,Unknown,
20151120FLNAM,Handgun,Unknown,
20151111ARSUS,Handgun,Unknown,
20151105GAVEM,Handgun,Service weapon,
20151024TXEDS,No Data,,
20151015TXKAS,Handgun,Unknown,
20150930SDHAH,Handgun,Unknown,
20150922NCCES,Handgun,.45 caliber,
20150911LANOL,No Data,,
20150903ORNEN,No Data,,
20150825GAWSA,Handgun,.38 caliber,
20150823TXWIR,Handgun,.40 caliber,
20150808TXPAP,Handgun,9mm,
20150724TXELC,Handgun,Unknown,
20150705TXCOD,Handgun,Unknown,
20150629TXJOS,Handgun,Service Weapon,
20150627CTSAH,No Data,,
20150623NEFOF,Handgun,Unknown,
20150604NCSOF,Multiple Handguns,Unknown,
20150527FLEVE,Handgun,Unknown,
20150524MISOF,No Data,,
20150521FLDUJ,Handgun,,
20150520TXROR,No Data,Unknown,
20150512FLUNJ,Handgun,Unknown,
20150512AZCOT,Handgun,Unknown,
20150505GACOC,Handgun,Unknown,
20150504OHWIC,No Data,,
20150428MDDRW,Handgun,Unknown,
20150427WANOL,Handgun,.357 caliber,
20150422NVRUL,Handgun,.45 caliber,
20150417TXSES,No Data,,
20150330MOPEU,No Data,,
20150215CATEM,Unknown,Unknown,
20150215ARLAL,No Data,,
20150204MDFRF,Handgun,Unknown,
20150126MNHAR,Handgun,Unknown,
20150122SCROH,Handgun,Unknown,
20150120ALWIM,Handgun,Unknown,
20150116FLVAO,Handgun,.40 caliber,
20150115WIWIM,Handgun,.38 caliber,
20141217MIGOW,Handgun,Unknown,
20141217MEBEW,Handgun,.38 caliber,
20141216PASUP,No Data,,
20141212ORROP,Handgun,Unknown,
20141120FLMIM,Handgun,Unknown,
20141024WAMAM,Handgun,.40 caliber,
20141024GALAA,Handgun,Unknown,
20141021TNAMM,Handgun,Unknown,
20141003GALAF,Handgun,Unknown,
20140930NCALA,Handgun,Unknown,
20140930KYFEL,Handgun,Unknown,
20140925NHWEM,Other,Pellet,
20140919IANOD,Shotgun,Unknown,
20140911UTWET,Handgun,9mm,
20140910FLGRL,Handgun,.40 caliber,
20140909FLSTM,Multiple Unknown,Unknown,2 firearms recovered
20140814VASAN,Shotgun,12 gauge,
20140813MDHEF,No Data,,
20140623MOKEB,Handgun,Unknown,
20140610ORRET,Handgun,Unknown,"AR15, handgun"
20140610ORRET,Rifle,AR-15,"AR15, handgun"
20140521WICLM,Handgun,9mm,
20140514CAJOR,Unknown,Unknown,
20140503WAHOE,No Data,,
20140421UTPRP,Handgun,.22 caliber,
20140421INSTG,No Data,,
20140411MIEAD,Unknown,Unknown,
20140410OHLIC,Handgun,Unknown,
20140409NCDHG,Handgun,.45 caliber,
20140403NJUNN,No Data,,
20140325GABEC,Handgun,Unknown,
20140312FLACM,Handgun,Unknown,
20140307LAMAT,Handgun,Unknown,
20140220MIRAR,Handgun,.45 caliber,
20140211IAGLG,Handgun,,
20140211OHCHL,Handgun,Unknown,
20140210NCSAS,Handgun,9mm,
20140207ORBEB,Rifle,Unknown,
20140131IANOD,Unknown,Unknown,
20140131AZCEP,Unknown,Unknown,
20140128HIPRH,Handgun,Service Weapon,
20140127ILREC,Handgun,Unknown,
20140117PADEP,Handgun,Unknown,
20140115PAKIL,Handgun,Unknown,
20140114NMBER,Shotgun,20 gauge,
20140114LASTB,Handgun,Unknown,
20140113CTHIN,Handgun,Unknown,
20140109TNLIJ,Handgun,Unknown,
20131219CAEDF,Handgun,Unknown,
20131213COARC,Shotgun,12 gauge,
20131204FLWEW,Handgun,Unknown,
20131113PABRP,Handgun,.22 caliber,
20131103GASTL,Unknown,Unknown,
20131101IAALA,Unknown,Unknown,
20131023CANEC,Rifle,Service Weapon,
20131021NVSPS,Handgun,9mm,
20131015TXLAA,Handgun,Unknown,
20131004FLAGP,Unknown,Unknown,
20131002NHWIS,Other,Pellet,
20130928MENEG,Unknown,Unknown,
20130927ILROC,Handgun,Unknown,
20130830NCCAW,Handgun,.38 caliber,
20130823MSNOS,Unknown,Unknown,
20130822TNWEM,Handgun,Unknown,
20130820GAROD,Rifle,AK-47,
20130815TNNOC,Handgun,Unknown,
20130619FLALW,Handgun,Unknown,
20130618NCHIC,Multiple Handguns,Unknown,
20130523FLREH,Handgun,.38 caliber,
20130513ALOSB,Handgun,Unknown,
20130430NMTUT,Rifle,Unknown,
20130429OHLAC,Handgun,.45 caliber,
20130416TXTET,Handgun,Unknown,
20130321MIDAS,Handgun,.40 caliber,
20130227GAGRA,Handgun,.38 caliber,
20130213CAHIS,Handgun,Unknown,
20130201MIMAD,Handgun,Unknown,
20130131GAPRA,Handgun,Unknown,
20130131GAPRA,Handgun,,
20130111MIOSD,Unknown,Unknown,
20130110CATAT,Shotgun,12 gauge,
20130107FLAPF,Unknown,Unknown,
20121214CTSAN,Handgun,10mm,
20121214CTSAN,Handgun,9mm,
20121214CTSAN,Rifle,AR-15,
20121214CTSAN,Shotgun,12 gauge,
20121210TXSPH,Handgun,Unknown,
20121019ILBAC,Unknown,Unknown,
20121012NDFAF,Handgun,Unknown,
20120926OKSTS,Handgun,Unknown,
20120907ILNON,Handgun,.22 caliber,
20120827MDPEP,Shotgun,12 gauge,
20120824GABAH,Handgun,Unknown,
20120816TNHAM,Unknown,Unknown,
20120706RINAP,No Data,,
20120525NCMAC,Handgun,.44 caliber,
20120525AZWEA,Handgun,Unknown,
20120401ARKIR,Handgun,Unknown,
20120315ALLEM,Handgun,Unknown,
20120306FLEPJ,Rifle,AK-47,
20120227OHCHC,Handgun,.22 caliber,
20120222WAARB,Handgun,.45 caliber,
20120210NHWAW,Shotgun,20 gauge,
20120110TXNOH,Handgun,Unknown,
20120104TXCUB,Handgun,Airsoft,
20111228MINOF,Handgun,Unknown,
20111212TXHAE,Rifle,.308 caliber,
20111024NCCAF,Rifle,.22 caliber,
20110930ORWIP,Handgun,.22 caliber,.22 pistol and double barreled shotgun
20110930ORWIP,Shotgun,Double-barreled,.22 pistol and double barreled shotgun
20110930NCGAC,Handgun,Unknown,
20110923WAISS,Rifle,Unknown,
20110523HIHIP,Handgun,.45 caliber,
20110517WAHOE,Handgun,Unknown,
20110419TXBEH,Handgun,.38 caliber,
20110413FLSHA,Handgun,Unknown,
20110330TXWOH,Handgun,Unknown,
20110325INMAM,Handgun,9mm,
20110202CALOP,Handgun,.357 caliber,
20110118CAGAL,Handgun,Unknown,
20110105NEMIO,Handgun,.40 caliber,
20110104INCRC,Other,BB,
20101206COAUA,Handgun,Unknown,
20101129WIMAM,Handgun,Unknown,
20101023KSTOT,Handgun,Unknown,
20101008CAKEC,Handgun,.357 caliber,
20101001CAALS,No Data,,
20100921SCSOC,Handgun,Unknown,
20100908MIMUD,No Data,,
20100830TNSUB,Handgun,.38 caliber,
20100518CASOS,Handgun,Unknown,
20100428VAWOP,Handgun,Unknown,
20100226WABIT,No Data,,
20100223CODEL,Rifle,.30-06,
20100210TNINK,Handgun,Unknown,
20100205ALDIM,Handgun,.22 caliber,
20100120ALLIL,No Data,,
20091211LABOS,Handgun,Unknown,
20091106PAHAW,Handgun,.22 caliber,
20091030CAWIL,Shotgun,.25 caliber,
20091016SCCAC,Handgun,Service Weapon,
20091008NYMAM,Rifle,.22 caliber,
20090916VAVIG,Handgun,.40 caliber,
20090911MIOWO,,,
20090908CTSTS,Handgun,.22 caliber,
20090827NCWEF,Handgun,Unknown,
20090624IAAPP,Handgun,.22 caliber,
20090615CAINS,Handgun,Unknown,
20090518LALAL,Handgun,.25 caliber,
20090505NYCAC,Shotgun,Unknown,
20090501WISHS,No Data,,
20090413CALOL,Handgun,Unknown,
20090311TXCYH,Handgun,Unknown,
20090310FLRIJ,Handgun,Unknown,
20090306NCWEF,No Data,,
20090302SDROS,Other,Pellet,
20090223CTBRN,Handgun,Unknown,
20090220CAJOH,Shotgun,Unknown,
20090217MICED,Handgun,Unknown,
20090211NCSCZ,Handgun,.22 caliber,
20090210CABAE,Handgun,.22 caliber,
20090127NCCLC,Handgun,Unknown,
20090123ILCAC,Handgun,Unknown,
20090120PAEAE,Handgun,Unknown,
20090120MIBEM,Multiple Handguns,Unknown,
20090120ILCOC,Handgun,Unknown,
20090114ILPEC,No Data,,
20090109ILDUC,Handgun,Unknown,
20090108DEWIN,Handgun,Service Weapon,
20081231OKKEN,No Data,,
20081231GASHS,Shotgun,Unknown,
20081227PAWIP,No Data,,
20081222FLLAL,Handgun,Unknown,
20081221SCSUS,Handgun,Unknown,
20081212NYWIM,Handgun,9mm,
20081212NCGUA,Handgun,9mm,
20081205MNSHF,Handgun,Unknown,
20081202CAKIK,Handgun,.22 caliber,
20081130CAOAG,Handgun,Unknown,
20081125TXNOH,No Data,,
20081118CACOO,Handgun,Unknown,
20081118CACEC,Handgun,Unknown,
20081115UTDES,Handgun,.38 caliber,
20081115COTHL,Handgun,Unknown,
20081112FLDIF,Handgun,.22 caliber,
20081103CAELO,Other,BB,
20081103CABEB,Handgun,Unknown,
20081031MESTS,No Data,,
20081029CAELG,Other,Pellet,
20081023ALPRP,Handgun,Unknown,
20081020CAVAA,Handgun,Unknown,
20081016MIHED,No Data,,
20080919CAGEA,No Data,,
20080915CAMIS,Handgun,.38 caliber,
20080902OHSOW,Handgun,.45 caliber,
20080821TNCEK,Handgun,.22 caliber,
20080814WALAF,Handgun,Unknown,
20080811WAWAK,Handgun,.25 caliber,
20080516LAMAT,No Data,,
20080416CAROF,Handgun,Service Weapon,
20080306ALDAM,Handgun,.38 caliber,
20080214CAEOO,Handgun,.22 caliber,
20080211TNMIM,Handgun,.22 caliber,
20080207OHNOP,Handgun,,
20080204TNHAM,Handgun,.38 caliber,
20071221CABAU,No Data,,
20071126NYHOH,Handgun,Unknown,
20071105LAJOR,Handgun,Unknown,
20071024TNMAM,Handgun,Unknown,
20071010OHSUC,Multiple Handguns,Unknown,
20071001CTPLM,Other,BB,
20070930AZSSP,No Data,,
20070928CALAO,Handgun,.22 caliber,
20070804NJMON,Handgun,.357 caliber,
20070709ILCAC,No Data,,
20070628TXDAD,Handgun,Unknown,
20070617SCBRB,Handgun,Unknown,
20070531NCNOG,Other,Pellet,
20070530NCVAG,Other,Pellet,
20070523RIOAC,Other,BB,
20070515TXLIL,Handgun,.38 caliber,
20070512TXWEM,Shotgun,Unknown,
20070510MIHED,No Data,,
20070504TXTIE,Handgun,.38 caliber,
20070503OHGED,Other,Pellet,
20070418NCNOH,Handgun,Unknown,
20070411ORSPG,Rifle,.27 caliber,
20070410ILCHC,Handgun,Unknown,
20070329SCMYM,Handgun,Unknown,
20070327CTSAH,Handgun,Unknown,
20070323FLUNO,Other,Unknown,
20070308TNEAC,Handgun,Unknown,
20070307TXGRG,No Data,,
20070307MIHEM,Handgun,.44 caliber,
20070307CACEC,Handgun,Unknown,
20070227GACLA,Other,Airsoft,
20070226CASLA,Other,Airsoft,
20070208TXSTP,Other,BB,
20070208ORCRP,Handgun,Unknown,
20070207FLPAJ,Handgun,Unknown,
20070131ILHIC,Handgun,Unknown,
20070124TNHAS,Handgun,.25 caliber,
20070118PAWIP,Handgun,Unknown,
20070109NVWEL,Handgun,Unknown,
20070109CAGRV,No Data,,
20070108OHROC,Multiple Handguns,Unknown,
20070104MINOD,No Data,,
20070103WAHET,Handgun,9mm,
20070102NCWEF,Handgun,Unknown,
20061214PAMCC,Rifle,.22 caliber,
20061213PABAB,Other,Pellet,
20061212PASPS,Rifle,AK-47,
20061211ILCLC,Handgun,Unknown,
20061207NENOO,Handgun,Unknown,
20061201NCJOT,Handgun,9mm,
20061122GASAA,Handgun,Unknown,
20061111CALIO,Handgun,Unknown,
20061031TNHAK,Handgun,.22 caliber,
20061017TXSEK,No Data,,
20061012MDGRB,Handgun,.22 caliber,
20061010NYPOP,Other,BB,
20061009MOMEJ,Rifle,7.26mm,
20051007TXTUD,Handgun,,
20061002PAWEN,Multiple Unknown,Unknown,
20060929WIWEC,Multiple Unknown,Unknown,
20060927COPLB,Multiple Handguns,Unknown,
20060921DCCAW,Handgun,Unknown,
20060913MOWEC,Handgun,Service Weapon,
20060908TXSOF,Handgun,Service Weapon,
20060905TNKIM,Handgun,Unknown,
20060831ALOXO,Handgun,Unknown,
20060830NCORH,Multiple Unknown,Unknown,
20060829DCANW,Handgun,Unknown,
20060824VTESE,Handgun,.45 caliber,
20060821INCAN,Handgun,Unknown,
20060820GALYH,Handgun,Unknown,
20060819OHSOY,Handgun,9mm,
20060817TXMEA,Handgun,Unknown,
20060815KYJTV,Handgun,Unknown,
20060731FLYOT,Handgun,Unknown,
20060615MIPED,Handgun,Unknown,
20060606INWIG,Handgun,Unknown,
20060605CAVEL,Handgun,.38 caliber,
20060525PANON,Rifle,.22 caliber,
20060522SCBUI,Handgun,.40 caliber,
20060505FLPAM,Handgun,Unknown,
20060424NCEAC,Shotgun,Unknown,
20060418TXWEH,Handgun,Unknown,
20060405DCROW,No Data,,
20060314NVPIR,Handgun,.38 caliber,
20060310NYISN,Other,BB,
20060223ORROR,Handgun,Unknown,
20060221PAWEP,Rifle,AK-47,
20060215PAWEY,Handgun,.38 caliber,
20060209DEWIN,Handgun,Unknown,
20060203CALOC,Handgun,.22 caliber,
20060130MTCMG,Handgun,Unknown,
20060127TXLAG,Handgun,Unknown,
20060123CAWIV,Handgun,Unknown,
20060119OHWIC,No Data,,
20060118VAINC,Handgun,Unknown,
20060118TXPAA,Handgun,.22 caliber,
20060118MTFRA,Other,Airsoft,
20060113MIOSD,Handgun,Unknown,
20060113FLMIL,Rifle,Unknown,
20060113ALPIP,Handgun,Unknown,
20060111WIMAM,No Data,,
20060110DEMOW,Handgun,Unknown,
20060103NJLIJ,Handgun,Unknown,
20051206MICED,Handgun,Unknown,
20051206CASAG,Handgun,Unknown,
20051205MABOR,Handgun,Unknown,
20051116TXIRS,Handgun,Service Weapon,
20051115FLPAM,Handgun,.25 caliber,
20051108TNCAJ,Handgun,.22 caliber,
20051028NYFAF,Handgun,Unknown,
20051028MDANA,Handgun,Unknown,
20051027CABIF,No Data,,
20051020MISAS,Handgun,.38 caliber,
20051019CASAS,No Data,,
20051014NYSAN,Handgun,Unknown,
20051011MIFAF,Shotgun,12 gauge,
20050925CAUNL,Handgun,,
20050924MISAS,No Data,,
20050916UTUNS,Handgun,,
20050913ILHAC,Handgun,.25 caliber,
20050909WIPAR,Handgun,,
20050902FLSOJ,Handgun,Unknown,
20050901AKDIA,Handgun,Unknown,
20050825TNMAD,Handgun,.38 caliber,
20050819FLUNM,Handgun,,
20050819GAMOM,Handgun,Unknown,
20050817CAPLB,Handgun,Unknown,
20050816VICOE,No Data,,
20050718NJWEN,Handgun,Unknown,
20050612NJBAA,Handgun,Unknown,
20050608NYARP,Other,BB,
20050524LABOS,Handgun,.45 caliber,
20050524COACD,Other,BB,
20050520ILLOM,Other,Airsoft,
20050517PAHIL,Handgun,9mm,
20050514TXBER,Handgun,9mm,
20050429OHDAC,No Data,,
20050427LALER,Handgun,.25 caliber,
20050407TXCAC,Handgun,.45 caliber,
20050330TNEAM,Handgun,Unknown,
20050324TNFAM,Handgun,Unknown,
20050321NYNEB,Handgun,.45 caliber,
20050321MNRER,Handgun,.40 caliber,
20050321MNRER,Shotgun,12 gauge,
20050317LAOPA,Handgun,Unknown,
20050317CALOL,Handgun,Unknown,
20050316PACAP,Rifle,AK-47,
20050314OHLEC,Handgun,.45 caliber,
20050310TXZAD,Handgun,Unknown,
20050309TNMAN,Handgun,Unknown,
20050302TNSTD,Handgun,.45 caliber,
20050208ILBOC,No Data,,
20050204GAMCA,Handgun,Unknown,
20050126ILWOP,Handgun,Unknown,
20050105PAMUN,Handgun,Unknown,
20041231TXRIR,Handgun,Unknown,
20041213LALAL,Handgun,Unknown,
20041209WALAS,No Data,,
20041119FLTEJ,Handgun,Unknown,
20041117FLAPA,Handgun,9mm,
20041116SCBAB,Handgun,.22 caliber,
20041115INBRG,No Data,,
20041115ALPAB,Handgun,Unknown,
20041022CATYH,No Data,,
20041021MDTHB,Handgun,Unknown,
20041015CABIB,No Data,,
20041012CALAS,Handgun,Unknown,
20041007MANEN,Shotgun,Unknown,
20041002NEJEG,Handgun,.357 caliber,
20040915INWIG,Handgun,.38 caliber,
20040912LABON,Handgun,.38 caliber,
20040830ILPRM,Handgun,Unknown,
20040824TNHAM,Handgun,Unknown,
20040803ALHUB,Handgun,.22 caliber,
20040609CACAO,No Data,,
20040524UTWES,Handgun,.38 caliber,
20040512CAEAM,Shotgun,Unknown,
20040507MDRAR,Handgun,9mm,
20040504TXKAH,No Data,,
20040317WACRJ,Rifle,.22 caliber,
20040305CASAL,No Data,,
20040220LAGAS,Handgun,Unknown,
20040213OHCOD,Handgun,10mm,
20040211PATMP,Multiple Unknown,Unknown,
20040209NYCOE,Shotgun,12 gauge,
20040206LAFAS,Handgun,Service Weapon,
20040203TXYOH,Handgun,.38 caliber,
20040202DCBAW,Handgun,.38 caliber,
20040121NVFAH,Handgun,Unknown,
20040115CAPOP,Handgun,.22 caliber,
20031229FLABE,No Data,,
20031222NJCOW,Handgun,9mm,
20031217MDOLM,Handgun,.38 caliber,
20031205ILCAC,Handgun,Unknown,
20031204OKDOO,Handgun,Unknown,
20031202ILFEC,Handgun,Unknown,
20031113NCEAC,Handgun,.25 caliber,
20031108TXHIS,Handgun,.38 caliber,
20031030DCANW,Handgun,Unknown,
20031029LAMAM,Handgun,Unknown,
20031007OHKEA,Handgun,.22 caliber,
20031001CARIS,Shotgun,12 gauge,
20030925NCBUL,Handgun,9mm,
20030924MNROC,Handgun,.22 caliber,
20030922WALES,Handgun,9mm,
20030917MDOKE,Handgun,.44 caliber,
20030917MACHB,Handgun,Unknown,
20030910MSVIV,Handgun,Unknown,
20030513PAFOJ,No Data,,
20030424PARER,Multiple Handguns,Unknown,
20030416TXGRA,No Data,,
20030414LAJON,Multiple Rifles,Unknown,
20030414LAFAS,Handgun,Unknown,
20030410CAWAW,Handgun,,
20030401DCCAW,Handgun,.22 caliber,
20030330CAROW,Handgun,Unknown,
20030321MSNOM,Handgun,Unknown,
20030318IACLG,Rifle,.22 caliber,
20030205CORAW,Handgun,Unknown,
20030130OKJEJ,Handgun,9mm,
20030121KYWEO,Handgun,Unknown,
20021216ILENC,Handgun,Unknown,
20021212WAWIC,Rifle,Unknown,
20021202MIOSD,Handgun,9mm,
20021115TXSCS,Shotgun,Unknown,
20021115CAAML,No Data,,
20021107MOSTL,Handgun,Unknown,
20021029NJLIJ,Handgun,.38 caliber,
20021007MDBEB,Rifle,.223 caliber,
20021004TXPAS,Handgun,9mm,
20021004MTCMG,Handgun,Unknown,
20020426LAABN,Handgun,9mm,
20020406MDLEB,Handgun,Service Weapon,
20020322CAJOC,Handgun,.22 caliber,
20020207ILROC,Handgun,.38 caliber,
20020206CAGAL,Handgun,Unknown,
20020201TXBRB,Handgun,.22 caliber,
20020124PAOLO,Rifle,Unknown,
20020115NYMAN,Handgun,.38 caliber,
20020111MSRAJ,No Data,,
20011130TXFRF,Handgun,.357 caliber,
20011112MICAC,Multiple Unknown,Unknown,
20011026MIBES,Handgun,Unknown,
20011026CARER,Handgun,.38 caliber,
20011012UTTAT,Handgun,Unknown,
20010921MDLAB,Handgun,Unknown,
20010912KYLAC,Handgun,.38 caliber,
20010730CABEL,Handgun,Unknown,
20010607TXOUA,Handgun,Service Weapon,
20010515TXENE,Handgun,.357 caliber,
20010425OHJOC,No Data,,
20010420LAMOM,Handgun,.38 caliber,
20010410WAWAM,Rifle,Unknown,
20010402TXKLH,Handgun,.22 caliber,
20010330INLEG,Handgun,Unknown,
20010322CAGRE,Multiple Unknown,Unknown,
