Incident_ID,Age,Gender,Race,School_Affiliation,Shooter_Outcome,Shooter_Died,Injury
20000905OHBIB,66,Male,,Intimate Relationship,Fled/Escaped,Yes,Suicide
20000726OHTIC,18,Male,,Student,Fled/Apprehended,No,
20000717WADIR,13,Male,,Student,Fled/Apprehended,No,
20000526FLLAL,13,Male,Black,Student,Subdued by Students/Staff/Other,No,
20000510AZCAS,39,Male,,Intimate Relationship,Suicide,Yes,Suicide
20000502COTHD,16,Male,,Student,Attempted Suicide,No,Wounded
20000410AZLAT,35,Female,,Teacher,Surrendered,No,Wounded
20000406OKHUH,35,Female,,Parent,Apprehended/Killed by LE,No,
20000323OHMCL,13,Male,,Student,Surrendered,No,
20000310GABES,19,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,No,
20000229MIBUF,6,Male,Black,Student,Unknown,No,
20000214ILDUC,12,Male,,Student,Fled/Escaped,No,
20000210PAPEY,13,Male,,Student,Fled/Apprehended,No,
20000126NESOO,Teen,Male,,Student,Fled/Escaped,No,
20000126CAALM,13,Male,,Student,Fled/Apprehended,No,
20000120NCERA,17,Male,,Former Student,Fled/Apprehended,No,
20000119FLRIN,16,Male,White,Student,Unknown,No,
20000113NMALA,Teen,Male,,Rival School Student,Fled/Apprehended,No,
20000110AKBAA,16,Male,,Student,Fled/Escaped,No,
19991206OKFOF,13,Male,White,Student,Subdued by Students/Staff/Other,No,
19991119NMDED,13,Male,Hispanic,Student,Surrendered,No,
19991117TXDID,16,Male,,Student,Fled/Apprehended,No,
19991026WVGUB,66,Male,,Other Staff,Suicide,Yes,Suicide
19991026PAMAP,19,Male,,Former Student,Fled/Apprehended,No,
19991021CASAP,Teen,Male,,Unknown,Fled/Escaped,No,
19991011NVCLL,18,Male,Hispanic,Unknown,Fled/Apprehended,No,
19991004SDJOP,17,Male,,Student,Fled/Apprehended,No,
19990927FLEGT,,,,Unknown,Unknown,No,
19990909CASAS,16,Male,,Student,Suicide,Yes,Suicide
19990825GAJAM,16,Female,,Student,Suicide,Yes,Suicide
19990520GAHEC,15,Male,White,Student,Fled/Apprehended,No,
19990422LASCB,14,Male,,Former Student,Fled/Apprehended,No,
19990422GAMAA,17,Male,,Student,Fled/Apprehended,No,
19990420COCOL,17,Male,White,Student,Suicide,Yes,Suicide
19990420COCOL,18,Male,White,Student,Suicide,Yes,Suicide
19990416IDNON,16,Male,White,Student,Surrendered,No,
19990304ILNIS,26,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,Yes,Suicide
19990211MSJEP,44,Male,,Unknown,Surrendered,No,
19990211ILOME,,Male,,Unknown,Fled/Escaped,No,
19990121TXRIN,16,Male,,Student,Suicide,Yes,Suicide
19990114NYHAN,16,Male,,Unknown,Fled/Apprehended,No,
19990108GACEC,15,Female,,Student,Suicide,Yes,Suicide
19990108GACEC,17,Male,,Student,Suicide,Yes,Suicide
19981211INBEI,Teen,Male,,Student,Unknown,No,
19981203INERG,36,Female,,Parent,Fled/Apprehended,No,
19981130NYHAH,14,Female,,Student,Suicide,Yes,Suicide
19981103PAMAP,19,Male,,No Relation,Fled/Apprehended,No,
19981103PAMAP,17,Male,,No Relation,Fled/Apprehended,No,
19980930FLNOM,18,Male,,Student,Fled/Apprehended,No,
19980930FLNOM,17,Male,,Student,Fled/Apprehended,No,
19980930FLLEL,17,Male,,Student,Apprehended/Killed by LE,No,Wounded
19980911CAHEG,17,Male,,Unknown,Fled/Apprehended,No,
19980615VAARR,15,Male,,Student,Fled/Apprehended,No,
19980529FLSTF,29,Male,White,Intimate Relationship,Suicide,Yes,Suicide
19980527CAWAP,,Male,,Unknown,Fled/Escaped,No,
19980521WAONO,14,Male,,Student,Suicide,Yes,Suicide
19980521ORTHS,15,Male,White,Student,Apprehended/Killed by LE,No,
19980521CARIR,15,Male,Hispanic,Student,Suicide,Yes,Suicide
19980519TNLIF,18,Male,,Student,Unknown,No,
19980501NYPUB,37,Male,,Police Officer/SRO,Fled/Apprehended,No,
19980501FLNOM,Teen,Male,,Unknown,Fled/Apprehended,No,
19980428WIPAP,15,Male,,No Relation,Fled/Apprehended,No,
19980428CAPHP,14,Male,,No Relation,Fled/Apprehended,No,
19980424PAPAE,14,Male,White,Student,Fled/Apprehended,No,
19980423CACUL,,,,Unknown,Fled/Escaped,No,
19980409IDTHA,14,Male,White,Student,Surrendered,No,
19980331WIOAO,14,Male,,Student,Fled/Apprehended,No,
19980330NCGRC,13,Female,,Student,Suicide,Yes,Suicide
19980325MICOC,18,Male,,Student,Suicide,Yes,Suicide
19980325CAFED,13,Male,,Student,Fled/Apprehended,No,
19980324ARWEJ,11,Male,White,Student,Fled/Apprehended,No,
19980324ARWEJ,13,Male,White,Student,Fled/Apprehended,No,
19980227VAMAF,18,Male,Asian,Unknown,Fled/Apprehended,No,
19980225MIRER,14,Male,,Student,Suicide,Yes,Suicide
19980212NJHOH,61,Male,,Intimate Relationship,Fled/Escaped,Yes,Suicide
19971215ARSTS,14,Male,White,Student,Fled/Apprehended,No,
19971201KYHEW,14,Male,White,Student,Surrendered,No,
19971113CACRS,39,Male,,Relative,Surrendered,No,
19971107FLRIJ,18,Male,,Student,Fled/Apprehended,No,
19971022CAJON,21,Male,Asian,Former Student,Suicide,Yes,Suicide
19971020CAMCO,,,,Unknown,Fled/Escaped,No,
19971015FLLIP,13,Male,,Student,Fled/Apprehended,No,
19971014TXLAG,19,Male,,Student,Suicide,Yes,Suicide
19971010INWAG,20,Male,,Former Student,Fled/Apprehended,No,
19971005OKMOO,,Male,White,Unknown,Fled/Escaped,No,
19971001MSPEP,16,Male,White,Student,Fled/Apprehended,No,
19970624ALJEM,16,Male,Black,Student,Surrendered,No,
19970520OHDUD,16,Male,,Student,Unknown,No,
19970513FLNOM,17,Male,,Student,Fled/Apprehended,No,
19970430NYCIN,,,,Unknown,Fled/Escaped,No,
19970428CAJOL,15,Male,,Student,Fled/Apprehended,No,
19970403CAMAM,,,,Unknown,Fled/Escaped,No,
19970317MIPED,15,Male,,Student,Fled/Apprehended,No,
19970221NVRAL,20,Male,Other,Unknown,Fled/Apprehended,No,
19970220FLFIJ,17,Female,,Student,Suicide,Yes,Suicide
19970219AKBEB,16,Male,Native American/Alaska Native,Student,Surrendered,No,
19970213NYSAB,Teen,Male,,Student,Fled/Escaped,No,
19970213NYMOB,17,Male,,Student,Unknown,No,
19970206MSWIJ,16,Male,Black,Student,Fled/Apprehended,No,
19970127FLCOW,13,Male,Black,Student,Fled/Apprehended,No,
19970108NYCRN,18,Male,Hispanic,Rival School Student,Fled/Apprehended,No,
19970108NYCRN,18,Male,Hispanic,Rival School Student,Fled/Apprehended,No,
19970108NYCRN,21,Male,Hispanic,Rival School Student,Fled/Apprehended,No,
19961127CAHIS,,,,Police Officer/SRO,Law Enforcement,No,
19961014MOSUS,14,Male,,Student,Fled/Apprehended,No,
19961009ARJAS,14,Male,Black,Student,Fled/Apprehended,No,
19961004CASTP,17,Male,,Student,Fled/Apprehended,No,
19961002PASMP,Adult,Male,,Parent,Fled/Apprehended,No,
19960925GADED,16,Male,Black,Student,Subdued by Students/Staff/Other,No,
19960726CAJOL,18,Male,Hispanic,Student,Fled/Apprehended,No,
19960604CAWEH,16,Male,,Student,Suicide,Yes,Suicide
19960522CACOC,14,Male,Hispanic,Former Student,Fled/Apprehended,No,
19960514UTBIT,15,Male,White,Student,Suicide,Yes,Suicide
19960415DCMCW,,,,Unknown,Unknown,No,
19960411ALTAT,16,Male,,Student,Unknown,No,
19960319NVSWL,Teen,,,Student,Unknown,No,
19960311NCNON,15,Male,White,Student,Suicide,Yes,Suicide
19960229MOBES,21,Male,Black,Hitman,Fled/Apprehended,No,
19960222GAJES,15,Male,Black,Student,Fled/Apprehended,No,
19960208CAMIM,16,Male,White,Student,Suicide,Yes,Suicide
19960202WAFRM,14,Male,White,Student,Subdued by Students/Staff/Other,No,
19960126TNEAM,Adult,,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,No,
19960119DCWIW,18,Male,Black,Unknown,Fled/Apprehended,No,
19960102PAGIG,16,Male,,Unknown,Suicide,Yes,Suicide
19951128NYTHN,,Male,,Unknown,Fled/Escaped,No,
19951115TNRIL,17,Male,White,Student,Subdued by Students/Staff/Other,No,
19951102FLBLM,42,Male,Asian,No Relation,Apprehended/Killed by LE,Yes,Fatal
19951030VAJOR,17,Male,Black,Student,Fled/Apprehended,No,
19951023FLLAC,16,Female,,Student,Other,No,Wounded
19951012SCBLB,16,Male,Black,Student,Suicide,Yes,Suicide
19950929FLTAT,14,Male,White,Student,Fled/Apprehended,No,
19950927ALBLP,19,Male,,Relative,Unknown,No,
19950915KYGEW,Teen,Male,,Student,Unknown,No,
19950914KSOLO,17,Male,Black,Rival School Student,Fled/Apprehended,No,
19950912TNCYM,15,Male,Black,Student,Unknown,No,
19950829TXMEL,12,Male,White,Student,Fled/Apprehended,No,
19950614FLLAL,19,Male,,Former Student,Fled/Apprehended,No,
19950327MIRED,18,Male,,Student,Fled/Apprehended,No,
19950303MIPED,,,,Unknown,Fled/Escaped,No,
19950208NECHS,13,Male,,Student,Unknown,No,
19950202CAJOL,,Male,,Unknown,Fled/Escaped,No,
19950124DCSPW,16,Male,,Rival School Student,Fled/Apprehended,No,
19950123CASAR,13,Male,White,Student,Fled/Escaped,Yes,Suicide
19950112WAGAS,15,Male,Black,Student,Fled/Apprehended,No,
19950110FLPAP,15,Male,,Student,Suicide,Yes,Suicide
19950105DCCAW,14,Male,Black,Student,Fled/Apprehended,No,
19941207FLPAM,19,Male,,Former Student,Apprehended/Killed by SRO,No,
19941115WASTT,17,Male,White,Student,Suicide,Yes,Suicide
19941108IAWEM,16,Male,,Student,Fled/Escaped,No,
19941107OHWIW,37,Male,White,Former Student,Unknown,No,
19941105CATHS,Adult,Male,,Unknown,Fled/Escaped,No,
19941031CAALA,16,Male,,Student,Attempted Suicide,No,Wounded
19941017ILHUC,,Male,,Unknown,Fled/Escaped,No,
19941012NCGRG,16,Male,White,Student,Suicide,Yes,Suicide
19940922ORLEL,15,Male,,Student,Unknown,No,
19940919CALOL,,Male,,Unknown,Fled/Escaped,No,
19940908NYSWA,14,Male,,Student,Fled/Apprehended,No,
19940907CAHOL,,Male,,Unknown,Fled/Escaped,No,
19940725IAOTO,16,Male,,Student,Fled/Apprehended,No,
19940724PAMAM,15,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,No,
19940526KYLAU,17,Male,White,Student,Subdued by Students/Staff/Other,No,
19940525NJLAW,17,Female,,Student,Suicide,Yes,Suicide
19940525INLAS,16,Male,,Student,Fled/Apprehended,No,
19940502FLNON,18,Male,,Student,Unknown,No,
19940421TNJTN,14,Male,Black,Student,Fled/Apprehended,No,
19940420INDIS,14,Male,,Student,Unknown,No,
19940419DCELW,,,,Unknown,Fled/Escaped,No,
19940413CA49L,10,Male,White,Student,Suicide,Yes,Suicide
19940412MTMAB,10,Male,White,Student,Apprehended/Killed by LE,No,
19940408MDLAU,17,Male,,Student,Fled/Apprehended,No,
19940405TXMCA,16,Male,,Student,Surrendered,No,
19940325GAETC,15,Male,,Student,Suicide,Yes,Suicide
19940323WABAS,16,Male,Hispanic,Unknown,Fled/Apprehended,No,
19940315SCGOC,Teen,Male,,Student,Fled/Escaped,No,
19940309DCEAW,17,Male,,Student,Fled/Apprehended,No,
19940303ALENB,17,Male,,Student,Fled/Apprehended,No,
19940301MOKEB,33,Male,Black,Intimate Relationship,Surrendered,No,
19940218SCSPS,Adult,Male,,Unknown,Fled/Apprehended,No,
19940208MIOSD,,,,Unknown,Fled/Escaped,No,
19940131WAWHS,24,Male,White,Former Student,Fled/Apprehended,No,
19940127CAWAS,Adult,Male,,No Relation,Fled/Apprehended,No,
19940126DCPAW,Teen,Male,,Unknown,Fled/Apprehended,No,
19940126DCELW,,,,Unknown,Fled/Escaped,No,
19940124SCEAC,18,Male,Black,Student,Fled/Apprehended,No,
19940121TXKEK,17,Male,,Student,Suicide,Yes,Suicide
19940120CALOH,Teen,Male,,Student,Fled/Escaped,No,
19931217MICHC,Teen,Male,,Teacher,Surrendered,No,
19931215CACHS,14,Male,,Student,Fled/Apprehended,No,
19931208GABES,16,Male,,Nonstudent,Fled/Apprehended,No,
19931202CTNEN,,Male,,Unknown,Fled/Escaped,No,
19931201WIWAW,21,Male,White,Former Student,Fled/Apprehended,No,
19931111ILRIS,,,,Unknown,Fled/Escaped,No,
19931104MSBAB,,,,Unknown,Fled/Escaped,No,
19931104FLTEJ,19,Male,,Student,Fled/Apprehended,No,
19931104CTNEN,20,Male,Hispanic,Unknown,Fled/Apprehended,No,
19931101ILSUC,16,Male,,Student,Fled/Apprehended,No,
19931018DCJHW,15,Male,,Student,Fled/Apprehended,No,
19931012DEDON,16,Female,,Student,Suicide,Yes,Suicide
19930928MSCOG,16,Male,,Student,Fled/Apprehended,No,
19930925DCWEW,23,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,No,
19930925DCWEW,15,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,No,
19930917WYCES,29,Male,White,No Relation,Suicide,Yes,Suicide
19930917ILDOD,16,Male,White,Other Student,Fled/Apprehended,No,
19930916ILROC,,Male,,Unknown,Fled/Escaped,No,
19930912ALFAF,,,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,No,
19930902TXROD,16,Male,,Student,Fled/Apprehended,No,
19930901KSJUJ,15,Male,,Student,Fled/Apprehended,No,
19930831GAHAA,15,Male,Black,Student,Unknown,No,
19930803NYTHN,,Male,,Unknown,Fled/Escaped,No,
19930707CADOL,Teen,Male,,Student,Fled/Escaped,No,
19930527LAFRN,17,Male,Black,Student,Fled/Apprehended,No,
19930524PAUPP,15,Male,White,Student,Surrendered,No,
19930514TXNII,17,Male,Hispanic,Student,Fled/Apprehended,No,
19930416WAMOT,33,Female,,No Relation,Suicide,Yes,Suicide
19930416CAGRS,,,,Unknown,Fled/Escaped,No,
19930415MAFOA,42,Male,White,No Relation,Subdued by Students/Staff/Other,No,
19930403CAGRS,,Male,,Unknown,Fled/Escaped,No,
19930325MOSUS,17,Female,,Student,Unknown,No,
19930318GAHAH,15,Male,,Student,Apprehended/Killed by LE,No,
19930308VADOD,32,Male,Black,No Relation,Fled/Apprehended,No,
19930226MAGLG,15,Male,,Student,Suicide,Yes,Suicide
19930222CAREL,15,Male,Black,Student,Fled/Apprehended,No,
19930208MNMIM,14,Male,,Student,Suicide,Yes,Suicide
19930208DCWAW,,Male,,Unknown,Fled/Escaped,No,
19930204GACLA,17,Male,,Nonstudent,Surrendered,No,
19930203SCLEL,22,Male,,Student,Fled/Apprehended,No,
19930203SCGAC,,,,,Fled/Escaped,No,
19930201WARER,14,Male,,Student,Suicide,Yes,Suicide
19930201NYAMA,17,Male,,Student,Fled/Apprehended,No,
19930121CAFAL,Teen,Male,,Student,Surrendered,No,
19930118KYEAG,17,Male,White,Student,Surrendered,No,
19930112FLNOM,Teen,Male,,Student,Fled/Escaped,No,
19930108PACRM,,Male,,,Fled/Escaped,No,
19930105NYBRB,Teen,Male,,Rival School Student,Fled/Escaped,No,
19930105NYBRB,Teen,Male,,Rival School Student,Fled/Escaped,No,
19921214NYWAW,15,Male,,Student,Surrendered,No,
19921203ILWOC,23,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,No,
19921203ILWOC,Adult,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,No,
19921202PASOS,Teen,Male,,Student,Fled/Apprehended,No,
19921130ILORC,17,Male,,Student,Fled/Apprehended,No,
19921124ALROM,18,,,Student,Unknown,No,
19921120ILTIC,15,Male,,Student,Fled/Apprehended,No,
19921116ALFAB,Teen,Male,,Student,Fled/Escaped,No,
19921113TXLAC,39,Male,,Intimate Relationship,Suicide,Yes,Suicide
19921110ILSHC,13,Male,,Student,Suicide,Yes,Suicide
19921104MIMUD,14,Male,,No Relation,Fled/Apprehended,No,
19921104MIMUD,14,Female,,No Relation,Fled/Apprehended,No,
19921104MIMUD,13,Female,,No Relation,Fled/Apprehended,No,
19921104MIMAD,,,,Unknown,Fled/Escaped,No,
19921104MIFID,Minor,Male,Black,Student,Fled/Apprehended,No,
19921104MIFID,18,Male,Black,Student,Fled/Apprehended,No,
19921104MIFID,18,Male,Black,Student,Fled/Apprehended,No,
19921019NYEVB,,Male,Black,Student,Fled/Escaped,No,
19921013AZDET,20,Male,White,No Relation,Fled/Apprehended,No,
19920930TXHOH,15,Male,White,Student,Fled/Apprehended,No,
19920930CAPAL,Teen,Male,,Gang Member,Fled/Escaped,No,
19920928CAHIS,18,Male,Asian,Student,Fled/Apprehended,No,
19920928CAHIS,19,Male,Asian,Student,Fled/Apprehended,No,
19920928CAHIS,20,Male,Asian,Student,Fled/Apprehended,No,
19920911TXPAA,17,Male,,Student,Fled/Apprehended,No,
19920606CAMEM,17,Male,Asian,Student,Fled/Escaped,No,
19920530DCARW,,Male,,,Fled/Escaped,No,
19920529CAVEL,,,,Unknown,Fled/Escaped,No,
19920514TXHUH,14,Male,White,Student,Surrendered,No,
19920514CASIN,14,Male,,Student,Surrendered,No,
19920501CALIO,20,Male,White,Former Student,Surrendered,No,
19920417TXLID,,,,Unknown,Surrendered,No,
19920409FLFOF,16,Male,Black,Student,Fled/Apprehended,No,
19920331LAOPA,15,Male,,Student,Surrendered,No,
19920305OHHAO,12,Male,White,Student,Fled/Apprehended,No,
19920226NYTHB,15,Male,Black,Student,Fled/Apprehended,No,
19920224MDROB,14,Male,Black,Student,Fled/Apprehended,No,
19920207VABON,,Male,,No Relation,Fled/Escaped,No,
19920206OKDOO,14,Male,,Student,Unknown,No,
19920131LAFRG,Teen,Male,,Student,Fled/Escaped,No,
19920128LAFRG,Teen,Male,,Student,Fled/Escaped,No,
19920117SCGRG,16,Male,,Student,Fled/Apprehended,No,
19911226NCWHW,18,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,No,
19911125NYTHB,14,Male,Black,Student,Fled/Apprehended,No,
19911114TXMIH,16,Male,,Student,Apprehended/Killed by SRO,No,
19911111TXYSE,19,Male,,Former Student,Fled/Apprehended,No,
19911111TXYSE,17,Male,,Former Student,Fled/Apprehended,No,
19911111TXYSE,18,Male,,Former Student,Fled/Apprehended,No,
19911111TXYSE,17,Male,,Former Student,Fled/Apprehended,No,
19911106LAWAN,18,Male,Black,Student,Fled/Escaped,No,
19911023TXOAD,18,Male,,Relative,Fled/Apprehended,No,
19911015TXGEP,13,Male,,No Relation,Unknown,No,
19911015SCWOW,15,Male,,Student,Fled/Apprehended,No,
19911015NHMOS,16,Male,,Former Student,Apprehended/Killed by LE,No,
19911011MAMAR,18,Male,Black,Unknown,Fled/Escaped,No,
19911009NYJAB,,Male,,Unknown,Fled/Escaped,No,
19911004CAROL,,,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,No,
19911004CADOL,,,,Unknown,Fled/Escaped,No,
19911002TXSPH,16,Male,,Student,Fled/Escaped,No,
19910918TXCRC,15,Female,Black,Student,Unknown,No,
19910917ILWOC,14,Male,Black,Student,Fled/Apprehended,No,
19910913TXMAH,,,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,No,
19910730CAENC,,Male,,Student,Fled/Escaped,No,
19910722CAWEL,,Male,,Unknown,Fled/Escaped,No,
19910521FLSCP,18,Male,,Student,Subdued by Students/Staff/Other,No,
19910521CAROS,20,Male,Hispanic,No Relation,Fled/Escaped,No,
19910516KSCOK,13,Male,,Student,Fled/Apprehended,No,
19910510OHFRC,15,Male,,Student,Fled/Apprehended,No,
19910423MSHUB,16,Male,,Student,Surrendered,No,
19910423CARAC,14,Male,,Unknown,Fled/Apprehended,No,
19910423CARAC,17,Male,,Unknown,Fled/Apprehended,No,
19910411SCNOR,18,Male,White,Student,Suicide,Yes,Suicide
19910325NCGAC,20,Male,,Former Student,Fled/Apprehended,No,
19910314SCWOP,18,Male,Black,Former Student,Fled/Apprehended,No,
19910314SCWOP,,Male,Black,Former Student,Fled/Apprehended,No,
19910313ALSES,15,Male,,Student,Fled/Apprehended,No,
19910219LABON,20,Male,Black,No Relation,Fled/Apprehended,No,
19910117TXHOD,,,,Unknown,Fled/Escaped,No,
19910117TXHOD,,,,Unknown,Fled/Escaped,No,
19910108TXRIR,15,Male,White,Student,Suicide,Yes,Suicide
19901213LASAS,,,,Unknown,Fled/Escaped,No,
19901110TXJUD,,,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,No,
19901030TXNAG,32,Female,Hispanic,Parent,Apprehended/Killed by LE,No,
19901029INCHC,18,Male,White,Student,Apprehended/Killed by LE,No,
19901002TXWHD,Adult,Female,Hispanic,No Relation,Fled/Escaped,No,
19900922ALLEB,,Male,,Unknown,Fled/Escaped,No,
19900911TXSAS,,Male,Black,Student,Fled/Apprehended,No,
19900906GASOC,16,Male,,Student,Surrendered,No,
19900827TXWHD,,Male,,Unknown,Fled/Escaped,No,
19900827NVELL,15,Male,,Student,Unknown,No,
19900824NCMYC,,,,Unknown,Fled/Escaped,No,
19900531TXSUF,16,Male,White,No Relation,Fled/Apprehended,No,
19900520TNHIC,50,Male,,Teacher,Fled/Apprehended,No,
19900504CAMOE,17,Male,Asian,Student,Fled/Apprehended,No,
19900403TXSKD,18,Male,,Student,Fled/Escaped,No,
19900327NYNEB,Teen,Male,White,Student,Fled/Escaped,No,
19900220OHTAC,17,Male,,Student,Fled/Apprehended,No,
19900116RICEP,17,Male,Asian,Student,Fled/Apprehended,No,
19900105FLCRC,12,Male,,Student,Subdued by Students/Staff/Other,No,
19891212SCCHC,21,Male,,Former Student,Fled/Apprehended,No,
19891205TXWWD,18,Male,Hispanic,Unknown,Fled/Apprehended,No,
19891205PASEM,16,Male,White,Student,Suicide,Yes,Suicide
19891204LACAS,Teen,Male,,Student,Unknown,No,
19891122CACHO,19,Male,Hispanic,Unknown,Fled/Apprehended,No,
19891115TXWOA,13,Male,,Student,Fled/Apprehended,No,
19891113NYALN,15,Male,,Student,Unknown,No,
19891031TXOLD,14,Male,,Student,Surrendered,No,
19891027CABAB,,,,Gang Member,Fled/Escaped,No,
19891027CABAB,,,,Gang Member,Fled/Escaped,No,
19891005CALOA,15,Male,,Student,Surrendered,No,
19890918KYJAM,17,Male,,Student,Surrendered,No,
19890911AZDYE,,Male,,Student,Fled/Escaped,No,
19890901VASAV,19,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,No,
19890901VASAV,18,Male,,Student,Fled/Apprehended,No,
19890426TXAMD,18,Male,,Nonstudent,Fled/Apprehended,No,
19890303INWIG,16,Male,,Student,Fled/Apprehended,No,
19890210UTTHK,12,Male,,Student,Fled/Apprehended,No,
19890209IDRIR,14,Male,,Student,Apprehended/Killed by LE,No,
19890126DCWOW,16,Male,,Student,Fled/Apprehended,No,
19890126DCWOW,18,Male,,Student,Fled/Apprehended,No,
19890117CACLS,24,Male,White,Former Student,Suicide,Yes,Suicide
19890105ARHEL,19,Male,,Unknown,Unknown,No,
19881216VAATV,16,Male,Black,Student,Subdued by Students/Staff/Other,No,
19881122TXABA,16,Male,White,Student,Fled/Apprehended,No,
19881107UTGLS,14,Male,,Student,Apprehended/Killed by LE,No,
19881101FLPAJ,15,Male,,Student,Fled/Apprehended,No,
19881007TXDIP,10,Male,,Student,Fled/Apprehended,No,
19881007MDSOB,17,Male,,Student,Fled/Apprehended,No,
19881006ALMOM,29,Female,,Relative,Fled/Apprehended,No,
19881005MDEDB,17,Male,,Student,Unknown,No,
19881004LAISB,33,Female,,Teacher,Unknown,No,
19881004FLJEJ,,,,Unknown,Fled/Escaped,No,
19881003FLMAM,,,,Unknown,Fled/Escaped,No,
19880926SCOAG,19,Male,White,Former Student,Apprehended/Killed by LE,No,
19880922ILMOC,40,Male,Black,No Relation,Apprehended/Killed by LE,Yes,Fatal
19880903TXLID,Teen,Male,,No Relation,Fled/Escaped,No,
19880903TXLID,Teen,Male,,No Relation,Fled/Escaped,No,
19880903TXLID,Teen,Male,,No Relation,Fled/Escaped,No,
19880903TXLID,Teen,Male,,No Relation,Fled/Escaped,No,
19880902NCGAC,16,Male,,Student,Fled/Apprehended,No,
19880902GAGLA,,,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,No,
19880831SCWEA,20,Male,,No Relation,Fled/Apprehended,No,
19880831MICED,16,Male,,Former Student,Fled/Apprehended,No,
19880831MICED,17,Male,,Former Student,Fled/Apprehended,No,
19880711MSLAJ,17,Male,,Student,Fled/Apprehended,No,
19880710WISIM,28,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,No,
19880630HIAIO,18,Male,Hawaiian/Pacific Islander,Student,Fled/Apprehended,No,
19880617MIJOD,14,Male,,Student,Fled/Apprehended,No,
19880602MSWIJ,Adult,Male,,Former Student,Fled/Apprehended,No,
19880602MSWIJ,Adult,Male,,Former Student,Fled/Apprehended,No,
19880602MSWIJ,Adult,Male,,Former Student,Fled/Apprehended,No,
19880531NYPUB,Adult,Male,,No Relation,Fled/Escaped,No,
19880520ILHUW,30,Female,White,Nonstudent,Fled/Apprehended,Yes,Suicide
19880516FLFOF,14,Male,,Student,Fled/Apprehended,No,
19880505ILMAC,16,Male,,Student,Surrendered,No,
19880324TXTRA,16,Male,,Student,Fled/Apprehended,No,
19880323CACAS,,,,Unknown,Fled/Escaped,No,
19880304MILED,13,Female,,Student,Unknown,No,
19880226RIBRB,15,Male,,Student,Fled/Apprehended,No,
19880211FLPIL,15,Male,White,Student,Fled/Apprehended,No,
19880211FLPIL,15,Male,White,Student,Fled/Apprehended,No,
19880202ALWET,42,Male,,No Relation,Surrendered,No,
19880202ALWET,42,Male,,No Relation,Surrendered,No,
19880129TXREA,18,Male,,Student,Fled/Apprehended,No,
19880120LASIR,18,Male,,Student,Unknown,No,
19880108PACRM,15,Male,,Student,Attempted Suicide,No,
19880106FLGAT,17,Female,,Student,Attempted Suicide,No,Wounded
19880105PASPS,20,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,No,
19871216TXMAK,15,Male,Other,Student,Suicide,Yes,Suicide
19871215NYGRB,15,Male,,Student,Fled/Apprehended,No,
19871204NYEAN,17,Male,,Student,Fled/Apprehended,No,
19871202FLENJ,16,Male,,Student,Surrendered,No,
19871130TXPES,51,Male,,Intimate Relationship,Suicide,Yes,Suicide
19871114FLCLC,18,Male,,Student,Suicide,Yes,Suicide
19871104MISOD,,Male,,No Relation,Fled/Escaped,No,
19871031SCANA,,Male,,,Fled/Escaped,No,
19871030NCSOK,15,Male,,Relative,Fled/Apprehended,No,
19871014ILDUC,16,Male,,Student,Fled/Apprehended,No,
19870928ILILL,16,Male,,Student,Fled/Apprehended,No,
19870513ILOAO,17,Male,,Student,Attempted Suicide,No,Wounded
19870506FLLET,15,Male,White,Student,Suicide,Yes,Suicide
19870506ARMAJ,15,Male,,Student,Attempted Suicide,No,Wounded
19870503INPII,17,Male,Black,Unknown,Fled/Apprehended,No,
19870430ORGRP,16,Male,,Student,Fled/Apprehended,No,
19870416MIMUD,14,Male,,Student,Fled/Apprehended,No,
19870330CAPAS,44,Female,,No Relation,Suicide,Yes,Suicide
19870306TXRIE,19,Male,,No Relation,Fled/Apprehended,No,
19870306TXRIE,Adult,Male,,No Relation,Fled/Apprehended,No,
19870302MODED,12,Male,White,Student,Suicide,Yes,Suicide
19870224NYMON,Adult,Male,,No Relation,Fled/Escaped,No,
19870224NYMON,Adult,Male,,No Relation,Fled/Escaped,No,
19870213AZORM,17,Male,White,Student,Fled/Apprehended,No,
19870210ARDAD,17,Male,,Student,Suicide,Yes,Suicide
19870123MIRED,15,Male,,Student,Fled/Apprehended,No,
