Incident_ID,Injury,Gender,School_Affiliation,Age,Race
20230708ALWOB,Wounded,Female,No Relation,Adult,
20230707MDPIP,Fatal,Female,No Relation,45,
20230706OHHUC,Wounded,Male,No Relation,Adult,
20230702MNUNF,Non-gunshot Injury,Male,Student,Child,
20230623NMKEA,Wounded,Male,Other Staff,Adult,
20230613PAJUP,Wounded,Male,No Relation,24,
20230612NJRIM,Fatal,Male,No Relation,20,
20230612GAKEC,Wounded,Male,,,
20230609DCTUW,Wounded,Male,No Relation,Adult,
20230606VAHUR,Fatal,Male,Student,18,
20230606VAHUR,Fatal,Male,Relative,31,
20230606VAHUR,Wounded,Male,Relative,14,
20230606VAHUR,Wounded,Male,Relative,42,
20230606VAHUR,Wounded,Male,Relative,55,
20230606VAHUR,Wounded,Male,Relative,58,
20230606VAHUR,Wounded,,Relative,31,
20230606VAHUR,Non-gunshot Injury,Female,Relative,7,
20230602MAWOW,Wounded,Male,No Relation,22,
20230601TXCAF,Wounded,Male,No Relation,Adult,
20230531CABAB,Fatal,Male,,20,Black
20230528GABEA,Fatal,Female,Student,16,
20230528GABEA,Wounded,Male,Student,16,
20230525OHBEC,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,Adult,
20230525MNWAM,Non-gunshot Injury,Male,Student,15,
20230525MNWAM,Non-gunshot Injury,Male,Student,16,
20230524NCJHG,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,18,
20230524PAOLP,Fatal,Male,Student,15,
20230522DCKID,Wounded,Male,Student,18,
20230521NJCEN,Wounded,Male,,13,
20230519NYPSS,Wounded,Male,Student,13,
20230518WAGAS,Wounded,Male,Student,19,
20230517DCTHW,Fatal,Male,Student,17,
20230516NJSCP,,Male,Security Guard,Adult,
20230516OHEAC,Wounded,Male,Student,12,
20230512DCKEW,Wounded,Male,No Relation,Adult,
20230511MDNOF,Fatal,Male,No Relation,18,
20230510NYPSQ,Wounded,Female,Nonstudent Using Athletic Facilities/Attending Game,16,
20230509CACAO,Wounded,Male,,Teen,
20230509CACAO,Wounded,Female,,Adult,
20230508SCSUS,,Female,Student,Teen,
20230508NVVOL,Wounded,Male,Other Staff,Adult,
20230506SCCOL,Wounded,Female,Student,14,
20230505INLIE,Wounded,Male,No Relation,Adult,
20230502AZRAM,Wounded,Male,No Relation,Adult,
20230501MDPRS,Non-gunshot Injury,Male,Student,14,
20230501MIINF,Wounded,Female,Parent,27,
20230430KYPAP,Wounded,Male,Nonstudent,20,
20230430KYPAP,Wounded,Female,Student,18,
20230430KYPAP,Wounded,Female,Student,14,
20230430KYPAP,Wounded,Male,Student,17,
20230428TNWEK,Wounded,,Teacher,Adult,
20230427VAGER,Wounded,Male,Student,Teen,
20230427VAGER,Wounded,Male,Student,Teen,
20230425CAKIL,Fatal,Male,No Relation,Adult,
20230418TXRIH,Fatal,Male,No Relation,Adult,
20230418TXRIH,Wounded,Female,No Relation,Adult,
20230414AZDEP,Fatal,Male,No Relation,Adult,
20230412TXLOH,Wounded,Male,Student,14,
20230412CACES,Fatal,Male,Student,17,
20230412CACES,Non-gunshot Injury,Male,Student,16,
20230407WACHS,Fatal,Male,No Relation,Adult,
20230406NCSOW,Wounded,Male,Student,16,
20230405WANAS,Fatal,Male,No Relation,27,
20230405SCHOG,,Male,Nonstudent Using Athletic Facilities/Attending Game,Teen,
20230404OHWOC,Wounded,Male,Student,17,
20230404OHWOC,Wounded,Male,Student,Teen,
20230403PAFAP,Wounded,Male,Nonstudent,16,
20230403PAFAP,Wounded,Male,Nonstudent,17,
20230331MSGNJ,Wounded,,,Adult,
20230331MSGNJ,Wounded,,,Adult,
20230331CAWOC,Wounded,,,Child,
20230331DCCAD,Wounded,Male,Student,Teen,
20230327TNCON,Fatal,Female,Student,9,
20230327TNCON,Fatal,Male,Student,9,
20230327TNCON,Fatal,Female,Student,9,
20230327TNCON,Fatal,Male,Teacher,61,
20230327TNCON,Fatal,Female,Teacher,61,
20230327TNCON,Fatal,Female,Other Staff,60,
20230327TNCON,Wounded,,Police Officer/SRO,Adult,
20230322ALANA,Wounded,Male,Student,18,
20230322COEAD,Wounded,Male,Other Staff,Adult,
20230322COEAD,Wounded,Male,Other Staff,Adult,
20230321TXTHD,Wounded,Male,Student,Teen,
20230320TXLAA,Fatal,Male,Student,16,
20230320TXLAA,Wounded,Female,Student,16,
20230316NCLOD,,Male,Student,Teen,
20230316NYPSB,Wounded,Male,No Relation,16,
20230315COINB,Wounded,Male,Student,Teen,
20230315CALIG,Wounded,Male,Student,15,
20230315CALIG,Wounded,Male,Student,17,
20230314NYHAN,Wounded,Male,Student,16,
20230314NYHAN,Wounded,Male,No Relation,27,
20230314NYMAM,Wounded,Male,Student,17,
20230309OHMAM,Wounded,Male,,17,
20230308PAHEP,Wounded,Male,No Relation,21,
20230307INTHI,Fatal,Male,Nonstudent Using Athletic Facilities/Attending Game,19,
20230306NYPAN,Wounded,Male,Student,15,
20230306TXPAA,Wounded,Male,Student,Teen,
20230306MISTR,Wounded,Male,Parent,40,
20230306MDPAB,Fatal,Male,Student,16,
20230303MTGAL,Non-gunshot Injury,,Other Staff,Adult,
20230301GASAS,Wounded,Male,Student,15,
20230301ILSAC,Fatal,Male,Police Officer/SRO,32,
20230227CAGAC,Fatal,Male,No Relation,Adult,
20230223OHWOC,Wounded,Male,Student,17,
20230217NCERE,,Male,Student,9,
20230217ILCAC,Wounded,Female,Student,17,
20230216TXGAG,Fatal,Male,Student,17,
20230215OHCOC,,Male,Student,Teen,
20230215MDWAB,Wounded,Female,Student,15,
20230213COEMD,Wounded,Male,Student,17,
20230213COEMD,Wounded,Male,,Adult,
20230214PAWEP,Wounded,Female,Student,15,
20230214PAWEP,Wounded,Male,Student,15,
20230214PAWEP,Wounded,Male,Student,15,
20230214PAWEP,Wounded,Male,Student,17,
20230213COEAD,Fatal,Male,Student,16,
20230213TXDAD,Fatal,Male,Student,15,
20230210CAHEF,Wounded,Female,Other Staff,Adult,
20230208NYWIB,Wounded,Male,Student,17,
20230208NYWIB,Wounded,Female,Student,15,
20230208NYWIB,Wounded,Male,Security Guard,37,
20230206FLMIM,Wounded,Male,Student,18,
20230130DCCOW,Fatal,Male,Other Staff,Adult,
20230130AZGIY,Non-gunshot Injury,Male,Student,Teen,
20230130AZGIY,Non-gunshot Injury,Male,Student,Teen,
20230128MOGLS,Wounded,Male,No Relation,Adult,
20230127NJHOW,,,Nonstudent,Teen,
20230124MOTHK,Wounded,,Other Staff,Adult,
20230123TXABA,Non-gunshot Injury,,Student,Child,
20230123TXABA,Non-gunshot Injury,,Student,Child,
20230123IASTD,Fatal,,Student,18,Black
20230123IASTD,Fatal,,Student,16,Black
20230123IASTD,Wounded,,Other Staff,Will Holmes,Black
20230122WAMOT,Wounded,,No Relation,Adult,
20230122WAMOT,Wounded,,No Relation,Adult,
20230120MNWAS,Wounded,Female,Other Staff,Adult,
20230119NYEAB,Wounded,Male,Student,15,
20230118NYCAQ,Wounded,Female,Student,16,
20230118NYCAQ,Wounded,Male,Student,14,
20230118OKDED,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,Teen,
20230111VTSPV,Non-gunshot Injury,,Teacher,Adult,
20230110UTWES,Wounded,,Student,Teen,
20230110LABON,Wounded,Male,Student,16,
20230110OHJOC,Fatal,Male,Student,18,
20230107ORFRP,Wounded,Male,Student,Teen,
20230106MDBEB,Wounded,Male,Student,16,
20230106MDBEB,Wounded,Female,Student,17,
20230106MIOAD,Wounded,Male,Student,Teen,
20230106FLWEA,Wounded,Male,Student,Teen,
20230106VARIN,Wounded,Female,Teacher,Adult,
20230105NYFRR,,Male,Student,16,
20230104MITRD,Fatal,Male,No Relation,Adult,
20221216ILBEC,Fatal,Male,Student,14,
20221216ILBEC,Fatal,Male,Student,15,
20221216ILBEC,Wounded,Male,Student,15,
20221216ILBEC,Wounded,Female,Student,15,
20221212ORGRP,Wounded,Male,Student,16,
20221209PAMEP,Fatal,Male,No Relation,31,
20221208MDSUD,Wounded,Male,Student,15,
20221206MOCOS,,Female,Student,Teen,
20221206ILMIC,Fatal,15,Student,15,Black
20221205TNFRM,Wounded,Male,Student,15,Black
20221203WISOM,Fatal,Male,Student,16,
20221121MIHED,Wounded,Male,,Teen,
20221121MIHED,Wounded,Male,,Teen,
20221117INSOC,Wounded,Male,Student,17,
20221116NCLUL,Wounded,Female,Nonstudent Using Athletic Facilities/Attending Game,43,
20221115TNMAN,Wounded,Female,No Relation,19,Black
20221112FLJOO,Fatal,Male,Former Student,19,
20221112FLJOO,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,Adult,
20221112FLJOO,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,Adult,
20221111MSRAR,Wounded,Female,Nonstudent Using Athletic Facilities/Attending Game,21,Black
20221108WAINS,Fatal,Male,Student,17,
20221105TXDAF,Wounded,Female,Police Officer/SRO,Adult,
20221103GASHS,Wounded,,,,
20221029TXAVA,Wounded,Male,No Relation,,
20221028TXROR,Non-gunshot Injury,Male,Student,Teen,
20221026ILMIW,Wounded,Male,No Relation,16,
20221025NYTOS,Wounded,Male,Student,Teen,
20221024MOCES,Fatal,Female,Student,Teen,
20221024MOCES,Fatal,Female,Teacher,61,
20221024MOCES,Wounded,,Student,Teen,
20221024MOCES,Wounded,,Student,Teen,
20221024MOCES,Wounded,,Student,Teen,
20221024MOCES,Wounded,,Student,Teen,
20221024MOCES,Wounded,,Student,Teen,
20221024MOCES,Wounded,,Student,Teen,
20221024MOCES,Wounded,,Student,Teen,
20221022OHDUC,Wounded,Female,No Relation,17,
20221022ILCHC,Fatal,Male,No Relation,16,
20221022ILCHC,Wounded,Female,No Relation,13,
20221021OHSHS,Wounded,Male,No Relation,Adult,
20221021CAGRS,Fatal,Male,Nonstudent Using Athletic Facilities/Attending Game,24,
20221020PAPAP,Wounded,Male,No Relation,Adult,
20221019TNROR,Wounded,Female,,17,
20221018NVSUL,Fatal,Male,No Relation,Adult,
20221018ORJEP,Wounded,Male,Student,Teen,
20221018ORJEP,Wounded,Male,Student,Teen,
20221016VAFAR,Wounded,Male,No Relation,Adult,
20221016VAFAR,Wounded,Male,No Relation,Adult,
20221016VAFAR,Wounded,Male,No Relation,Adult,
20221014NCJAG,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,Adult,
20221014VAWER,Fatal,Female,,Adult,
20221014VAWER,Wounded,Male,,Adult,
20221014LABOB,Fatal,Male,Student,15,
20221013NYSCB,Wounded,Male,No Relation,30,
20221010WIJAM,Wounded,Male,Nonstudent,Teen,
20221009MAWAA,Wounded,Male,No Relation,20,
20221007NCJHG,Wounded,Male,Student,17,
20221007OHWHT,Wounded,Male,Student,Teen,
20221007OHWHT,Wounded,Female,Nonstudent Using Athletic Facilities/Attending Game,Adult,
20221007OHWHT,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,Adult,
20221004MAJB,Wounded,Male,Student,17,
20221001CACOO,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,34,
20220930OKMCT,Fatal,Male,Student,17,
20220930OKMCT,Wounded,Male,Student,17,
20220930OKMCT,Wounded,Female,Nonstudent Using Athletic Facilities/Attending Game,20,
20220930OKMCT,Wounded,Female,Nonstudent Using Athletic Facilities/Attending Game,9,
20220930NYNEN,Wounded,Female,Nonstudent Using Athletic Facilities/Attending Game,43,
20220930NYNEN,Wounded,Female,Student,17,
20220930NYNEN,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,21,
20220928CARUO,Fatal,,Other Staff,Adult,
20220928CARUO,Wounded,,Student,Teen,
20220928CARUO,Wounded,,Student,Teen,
20220928CARUO,Wounded,,Student,Teen,
20220928CARUO,Wounded,,Teacher,Adult,
20220928CARUO,Wounded,,Police Officer/SRO,Adult,
20220927PAROP,Fatal,Male,Student,14,
20220927PAROP,Wounded,Male,Student,14,
20220927PAROP,Wounded,Male,Student,17,
20220927PAROP,Wounded,Male,Student,Teen,
20220927PAROP,Wounded,Male,Student,Teen,
20220927TXHGD,Wounded,Male,Student,Teen,
20220926GAVAV,Wounded,Male,Student,17,
20220923CANOC,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,,
20220923WIROM,Wounded,Male,No Relation,38,
20220923DEAPM,Wounded,Male,Student,16,
20220923DEAPM,Wounded,Female,Student,17,
20220923MNRIM,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,18,
20220923MNRIM,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,21,
20220917GAJOA,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,,
20220917GAJOA,Wounded,,Nonstudent Using Athletic Facilities/Attending Game,,
20220916NYPSN,Non-gunshot Injury,,Student,Child,
20220916NYPSN,Non-gunshot Injury,,Student,Child,
20220916NYPSN,Non-gunshot Injury,,Student,Child,
20220916NYPSN,Non-gunshot Injury,,Student,Child,
20220916NYPSN,Non-gunshot Injury,,Student,Child,
20220913MDOXO,Wounded,,,,
20220913CAVAV,Wounded,Male,Other Staff,Adult,
20220909WIWIR,Wounded,Female,Student,Teen,
20220907MDCAB,Wounded,Male,Student,15,
20220906IANOS,Non-gunshot Injury,,Student,Teen,
20220906IANOS,Non-gunshot Injury,,Student,Teen,
20220906IANOS,Non-gunshot Injury,,Student,Teen,
20220906IANOS,Non-gunshot Injury,,Student,Teen,
20220906IANOS,Non-gunshot Injury,,Other Staff,Adult,
20220904FLBOL,Wounded,,Nonstudent Using Athletic Facilities/Attending Game,18,
20220904FLBOL,Wounded,,Nonstudent Using Athletic Facilities/Attending Game,Teen,
20220904FLBOL,Wounded,,Nonstudent Using Athletic Facilities/Attending Game,Teen,
20220904FLBOL,Wounded,,Nonstudent Using Athletic Facilities/Attending Game,Teen,
20220902MDMEB,Fatal,Male,Student,17,Black
20220831DCIDW,Wounded,Male,Student,Teen,
20220831DCIDW,Wounded,Male,Student,Teen,
20220831PAFRP,Wounded,Male,No Relation,20,
20220831PAFRP,Wounded,Female,No Relation,20,
20220831PAFRP,Wounded,Male,No Relation,17,
20220829CAMAO,Wounded,Male,Student,13,
20220823OHINC,Non-gunshot Injury,,Teacher,Adult,
20220823OHINC,Non-gunshot Injury,,Teacher,Adult,
20220823OHINC,Non-gunshot Injury,,Teacher,Adult,
20220809PACHP,Fatal,Male,No Relation,28,
20220809PACHP,Wounded,Male,No Relation,Adult,
20220803PALEP,Fatal,Male,No Relation,26,
20220803PALEP,Wounded,Male,No Relation,24,
20220731CAOAO,Wounded,Female,Nonstudent Using Athletic Facilities/Attending Game,6,
20220731CAOAO,Wounded,Female,Nonstudent Using Athletic Facilities/Attending Game,Adult,
20220731CAOAO,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,Adult,
20220725NYBRB,Wounded,Female,Nonstudent Using Athletic Facilities/Attending Game,12,
20220725NYBRB,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,16,
20220716GAAPF,Wounded,Male,No Relation,19,
20220629CABUA,Fatal,Male,No Relation,Adult,
20220620ILGRC,Wounded,Female,No Relation,34,
20220620ILGRC,Wounded,Male,No Relation,16,
20220620ILGRC,Wounded,Female,No Relation,17,
20220609ALWAG,Fatal,Male,No Relation,32,Black
20220609ALWAG,Non-gunshot Injury,Male,Police Officer/SRO,Adult,
20220605INWEG,Wounded,Male,,19,
20220605INWEG,Wounded,Female,,19,
20220601CAULL,Wounded,Male,Student,16,
20220531LAMON,Wounded,Male,Relative,Adult,
20220531LAMON,Wounded,Male,Relative,Adult,
20220531LAMON,Fatal,Female,Relative,80,Black
20220530CAHEL,Wounded,Male,No Relation,20,
20220529ILDAC,Wounded,Male,,21,
20220529ILDAC,Wounded,Male,,21,
20220529ILDAC,Wounded,Female,,21,
20220529ILDAC,Wounded,Female,,16,
20220529ILDAC,Wounded,Male,,33,
20220526SCMEG,Fatal,Male,No Relation,31,
20220524TXROU,Wounded,,,,
20220524TXROU,Fatal,,Student,Child,
20220524TXROU,Wounded,,Student,Child,
20220524TXROU,Fatal,,Student,Child,
20220524TXROU,Fatal,,Student,Child,
20220524TXROU,Wounded,,,,
20220524TXROU,Fatal,,Student,Child,
20220524TXROU,Wounded,,,,
20220524TXROU,Wounded,,Student,Child,
20220524TXROU,Wounded,,,,
20220524TXROU,Fatal,,Student,Child,
20220524TXROU,Fatal,,Student,Child,
20220524TXROU,Fatal,,Student,Child,
20220524TXROU,Wounded,,,,
20220524TXROU,Fatal,,Student,Child,
20220524TXROU,Wounded,,,,
20220524TXROU,Wounded,,Student,Child,
20220524TXROU,Fatal,,Student,Child,
20220524TXROU,Wounded,,,,
20220524TXROU,Fatal,,Student,Child,
20220524TXROU,Fatal,,Student,Child,
20220524TXROU,Fatal,,Student,Child,
20220524TXROU,Wounded,,,,
20220524TXROU,Wounded,,,Adult,
20220524TXROU,Fatal,,Student,Child,
20220524TXROU,Wounded,,,,
20220524TXROU,Fatal,,Student,Child,
20220524TXROU,Fatal,Female,Teacher,Adult,
20220524TXROU,Fatal,,Student,Child,
20220524TXROU,Wounded,,,,
20220524TXROU,Wounded,,,,
20220524TXROU,Fatal,,Student,Child,
20220524TXROU,Wounded,,,,
20220524TXROU,Fatal,,Student,Child,
20220524TXROU,Fatal,,Teacher,Adult,
20220524TXROU,Fatal,,Student,Child,
20220524TXROU,Wounded,,,,
20220524TXROU,Fatal,,Student,Child,
20220524TXROU,Wounded,,,,
20220524DCPOW,Wounded,Male,No Relation,19,
20220523PASIP,Wounded,Male,Student,15,
20220523PASIP,Wounded,Male,Student,16,
20220523PASIP,Wounded,Male,Student,17,
20220520VAPOD,,Male,Student,Teen,
20220520TNEAC,Fatal,Male,No Relation,25,
20220520OHCAC,Non-gunshot Injury,,Bus Driver,Adult,
20220519MIEAK,Wounded,Female,Relative,40,
20220519MIEAK,Wounded,Male,Relative,16,
20220519LAHAH,Wounded,,,Adult,
20220519LAHAH,Wounded,,,Adult,
20220519LAHAH,Non-gunshot Injury,,,Adult,
20220519LAHAH,Wounded,,,Adult,
20220518TNRIM,Fatal,Male,Student,18,
20220518TNRIM,Wounded,,,,
20220517ILWAC,Wounded,Male,Student,7,
20220515NHBEB,Non-gunshot Injury,Male,No Relation,13,
20220515NHBEB,Non-gunshot Injury,Female,No Relation,12,
20220515ILMEP,Wounded,Male,No Relation,17,
20220513GASOM,Wounded,Male,,21,
20220513FLALW,Fatal,Male,Former Student,33,
20220512TXHEH,Wounded,,Student,Teen,
20220512ARHOH,Wounded,,,,
20220512ARHOH,Wounded,,,,
20220512ARHOH,Fatal,Male,,39,
20220511FLJAJ,Wounded,Male,Student,17,
20220509NYEDS,Fatal,Male,,26,
20220509GARIS,Non-gunshot Injury,Female,Bus Driver,Adult,
20220501VALOM,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,Adult,
20220501VALOM,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,Adult,
20220501OHHAC,Fatal,Male,,Adult,
20220430PAMCJ,,Male,Nonstudent Using Athletic Facilities/Attending Game,Adult,
20220427TXMOS,Wounded,Male,No Relation,Adult,
20220426GASOM,Fatal,Male,,15,Black
20220424MOHAF,Fatal,Male,No Relation,Adult,
20220422DCEDW,Wounded,Female,Parent,Adult,
20220422DCEDW,Wounded,Female,Student,12,
20220422DCEDW,Non-gunshot Injury,Female,Student,16,
20220422DCEDW,Wounded,Male,Security Guard,Adult,
20220422DCEDW,Wounded,Female,No Relation,Adult,
20220421NDMOM,Fatal,Male,,34,
20220416IAMED,Wounded,,,Adult,
20220415VAGAW,Wounded,Female,Student,Teen,
20220414MSNEP,Wounded,Male,Student,Teen,
20220414MSNEP,Non-gunshot Injury,Male,Student,Teen,
20220414MSNEP,Wounded,Male,Student,Teen,
20220413MISHS,Non-gunshot Injury,,Student,Child,
20220410MALYL,Fatal,Male,No Relation,20,
20220406WASTM,,,Student,Child,
20220406WASTM,,,Student,Child,
20220406ORROP,Wounded,,,Adult,
20220405PAERE,Wounded,,Student,Teen,
20220403INBLB,Wounded,Male,,17,
20220331SCTAG,Fatal,Male,Student,12,Black
20220330AZKIK,Wounded,Male,Student,15,
20220329NVWEL,Wounded,Male,Student,16,
20220329NVWEL,Wounded,Male,Nonstudent,Teen,
20220329NVWEL,Non-gunshot Injury,Female,Student,Teen,
20220328NCOAC,Wounded,Male,No Relation,16,
20220322FLNEN,Non-gunshot Injury,Female,Other Staff,Adult,
20220321MIMAK,,Male,Parent,Adult,
20220319ALCEL,,Male,No Relation,Adult,
20220318RICEP,Non-gunshot Injury,,Other Staff,Adult,
20220318ILBAB,Non-gunshot Injury,Male,Student,Teen,
20220318ILBAB,Non-gunshot Injury,Male,Student,Teen,
20220315WAEIY,Fatal,Male,Student,16,
20220315WAEIY,Wounded,Male,Student,18,
20220315MDPAB,Wounded,Male,Student,18,
20220315MATEB,Wounded,,Student,17,
20220315MATEB,Wounded,,Teacher,31,
20220311OHFAP,,Male,No Relation,43,
20220311CADER,Non-gunshot Injury,Male,Student,Teen,
20220310TNHAM,,,Student,Child,
20220310TNHAM,,,Student,Child,
20220310TNHAM,,,Student,Child,
20220310TNHAM,,,Student,Child,
20220310TNHAM,,,Student,Child,
20220310MDCOL,Fatal,Male,,Adult,
20220309TXNOH,Wounded,Female,Student,17,
20220309FLNOM,Wounded,Male,Student,17,
20220309FLNOM,Wounded,Male,Student,18,
20220309FLNOM,Wounded,,Student,Teen,
20220307IAEAD,Fatal,Male,Former Student,15,Hispanic
20220307IAEAD,Wounded,Female,Student,16,
20220307IAEAD,Wounded,Female,Student,18,
20220304KSOLO,Wounded,Male,Principal/Vice-Principal,Adult,
20220304KSOLO,Wounded,Male,Police Officer/SRO,Adult,
20220303MIJWL,Wounded,Male,,17,
20220228NYBOB,Wounded,Male,Student,14,
20220227DCDUW,Fatal,Male,No Relation,32,
20220225NMWEA,Fatal,Male,Student,16,
20220222TXALH,Fatal,Male,No Relation,Adult,
20220222COLIP,Fatal,Male,No Relation,Adult,
20220221MDJOH,Fatal,Male,No Relation,18,
20220220OKWIW,Wounded,Male,Police Officer/SRO,Adult,
20220220MSMCM,Wounded,,,,
20220220MSMCM,Wounded,,,,
20220220MSMCM,Wounded,,,,
20220220MSMCM,Wounded,,,,
20220220MSMCM,Fatal,Male,Nonstudent Using Athletic Facilities/Attending Game,6,
20220219VACAC,Fatal,Male,,17,
20220218MATET,Non-gunshot Injury,,Student,Teen,
20220218MATET,Non-gunshot Injury,Female,Student,Teen,
20220218MATET,Non-gunshot Injury,,Student,Teen,
20220218MATET,Non-gunshot Injury,,Student,Teen,
20220218MATET,Non-gunshot Injury,,Student,Teen,
20220218MATET,Non-gunshot Injury,,Student,Teen,
20220218MATET,Non-gunshot Injury,,Student,Teen,
20220217WAMCG,Wounded,Male,Gang Member,Adult,
20220211DCEAW,Wounded,Male,,Adult,
20220209NYMCB,Wounded,Male,Police Officer/SRO,Adult,
20220209NYMCB,Wounded,Male,Student,13,
20220209MNMIM,Wounded,,Bus Driver,Adult,
20220208MDCAC,Wounded,Male,Student,16,
20220208MDCAC,Wounded,,Student,16,
20220204ALWEB,Wounded,,Student,16,
20220201WIRUM,Wounded,Female,Student,15,
20220201WIRUM,Wounded,Female,Student,15,
20220201WIRUM,Wounded,Female,Student,16,
20220201WIRUM,Wounded,Female,Student,17,
20220201WIRUM,Wounded,Female,Nonstudent Using Athletic Facilities/Attending Game,20,
20220201MNSOR,Fatal,Male,Student,15,Black
20220201MNSOR,Wounded,Male,Student,17,
20220201MNSOR,Wounded,Male,Student,19,
20220201ILALC,Wounded,Female,No Relation,16,
20220129WIBEB,Fatal,Male,Nonstudent Using Athletic Facilities/Attending Game,19,
20220128LACAM,,,Nonstudent Using Athletic Facilities/Attending Game,Adult,
20220128LACAM,,,Nonstudent Using Athletic Facilities/Attending Game,Adult,
20220127TXMOH,Wounded,Female,No Relation,Adult,
20220126PABAP,Fatal,Male,Student,17,Black
20220124NVSUL,Wounded,,,,
20220121MDMAR,Wounded,Male,Student,15,
20220119VAMAP,Wounded,Male,Student,Teen,
20220119PAPIP,Fatal,Male,Student,15,Black
20220119FLSES,Wounded,Male,Student,17,
20220119DCANW,,Male,,,
20220117TXPYH,Fatal,Male,No Relation,Adult,
20220117TXPYH,Fatal,Female,No Relation,Adult,
20220106CAFLS,Wounded,Male,Student,17,
20220106CAFLS,Wounded,Male,Student,17,
20220104ILAUR,Wounded,Male,Student,15,
20220104ILAUR,Wounded,Female,Student,17,
20211229NCCAS,Wounded,Male,Student,13,
20211229NCCAS,Wounded,Male,Student,14,
20211214VAMEN,Fatal,Male,Student,17,
20211213NCWEC,,Male,Student,Teen,
20211212NYSCR,Fatal,Male,No Relation,25,
20211211FLEDL,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,Adult,
20211208MOEWK,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,Teen,
20211208MOEWK,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,Teen,
20211208KYSTL,,,No Relation,Adult,
20211207ILHAC,Fatal,Male,No Relation,71,Asian
20211206NYSUS,Wounded,Male,Student,16,
20211206CAWIW,Fatal,Male,,13,
20211206CAWIW,Wounded,Female,,30,
20211206CAWIW,Wounded,Female,Student,9,
20211203ARBLB,,Male,No Relation,Adult,
20211201TXSAP,,Male,Student,Teen,
20211130TNHUH,Fatal,Male,Nonstudent Using Athletic Facilities/Attending Game,21,
20211130TNHUH,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,18,
20211130TNHUH,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,Adult,
20211130MIOXO,Fatal,Male,Student,17,
20211130MIOXO,Wounded,Male,Student,14,
20211130MIOXO,Wounded,Male,Teacher,47,
20211130MIOXO,Wounded,Male,Student,14,
20211130MIOXO,Fatal,Female,Student,14,
20211130MIOXO,Wounded,Female,Student,17,
20211130MIOXO,Fatal,Female,Student,17,White
20211130MIOXO,Wounded,Male,Student,15,
20211130MIOXO,Fatal,Male,Student,16,
20211130MIOXO,Wounded,Male,Student,17,
20211130MIOXO,Wounded,Female,Student,14,
20211129AZCHP,Wounded,Male,Student,16,
20211126CAWES,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,Adult,
20211126CAWES,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,Adult,
20211119MDGIB,Fatal,Female,,13,
20211119COHIA,Wounded,Male,Student,Teen,
20211119COHIA,Wounded,Male,Student,Teen,
20211119COHIA,Wounded,Male,Student,Teen,
2021110MOBAP,Fatal,Male,No Relation,42,
20211108NYTHB,Wounded,Male,Student,17,
20211102NMHIH,Wounded,Male,Student,Child,
20211102NMHIH,Wounded,,Student,Child,
20211102NMHIH,Wounded,,Student,Child,
20211102NMHIH,,,Teacher,Adult,
20211030PASTM,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,Adult,
20211021NYPSB,Wounded,Male,No Relation,25,
20211021GABES,Non-gunshot Injury,,,,
20211018PALIP,Wounded,Male,Student,16,
20211018PALIP,Wounded,Male,No Relation,66,
20211015CAKEF,Wounded,,,,
20211015ALWIM,Wounded,Male,,,
20211015ALWIM,Wounded,Male,,,
20211015ALWIM,Wounded,Female,,,
20211015ALWIM,Wounded,Male,,,
20211014MEREP,Fatal,,No Relation,,
20211013PACHD,Non-gunshot Injury,,Student,Child,
20211013PACHD,Non-gunshot Injury,,Student,Child,
20211013PACHD,Non-gunshot Injury,,Student,Child,
20211013PACHD,Non-gunshot Injury,,Student,Child,
20211012MIELK,Wounded,Male,No Relation,15,
20211012MIELK,Wounded,Male,No Relation,17,
20211012ILWEC,Wounded,Female,Student,14,
20211012ILWEC,Wounded,Male,Security Guard,46,
20211011ORROP,Wounded,Male,Student,Teen,
20211007TXEAW,Wounded,Female,Student,Teen,
